,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
207,0,tcp,http,SF,166,34660,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16,255,1.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,normal
208,0,tcp,http,SF,306,2698,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,5,0.0,0.0,0.0,0.2,1.0,0.0,0.4,255,240,0.94,0.01,0.0,0.0,0.0,0.0,0.01,0.0,normal
213,0,tcp,http,SF,313,8549,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
216,0,tcp,http,SF,285,6008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,128,255,1.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,normal
217,0,tcp,http,SF,226,1411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,23,0.0,0.0,0.0,0.0,1.0,0.0,0.13,37,255,1.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,normal
218,0,tcp,http,SF,256,12984,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34,255,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,normal
219,1,tcp,smtp,SF,3740,449,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,193,185,0.68,0.02,0.01,0.01,0.0,0.0,0.0,0.0,normal
220,0,tcp,http,SF,224,449,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,11,0.1,0.09,0.0,0.0,1.0,0.0,0.18,39,255,1.0,0.0,0.03,0.04,0.03,0.0,0.0,0.0,normal
225,0,tcp,http,SF,201,169,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,255,1.0,0.0,0.03,0.04,0.03,0.0,0.0,0.0,normal
226,0,tcp,http,SF,285,304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,34,0.0,0.0,0.0,0.0,1.0,0.0,0.09,101,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,normal
228,0,tcp,ftp_data,SF,7422,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,44,0.17,0.02,0.17,0.0,0.0,0.0,0.72,0.0,normal
229,0,tcp,http,SF,198,12884,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,normal
230,20,tcp,smtp,SF,2310,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,255,157,0.62,0.02,0.0,0.0,0.0,0.0,0.0,0.0,normal
231,0,tcp,http,SF,331,955,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38,255,1.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,normal
232,0,icmp,urp_i,SF,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0.0,0.0,0.0,0.0,0.22,0.22,0.0,255,16,0.06,0.01,0.06,0.0,0.0,0.0,0.0,0.0,normal
234,0,udp,domain_u,SF,45,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,173,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,232,0.91,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal
238,0,tcp,finger,SF,9,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,235,12,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,normal
239,0,tcp,http,SF,283,912,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,normal
240,0,tcp,http,SF,221,1789,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10,0.5,0.1,0.0,0.1,1.0,0.0,0.4,73,255,1.0,0.0,0.01,0.02,0.01,0.0,0.0,0.0,normal
245,0,tcp,http,SF,302,1380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,212,187,0.88,0.02,0.0,0.0,0.0,0.01,0.0,0.01,normal
249,0,tcp,http,SF,355,870,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
251,18,tcp,telnet,SF,106,1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,117,1,0.01,0.04,0.01,0.0,0.0,0.0,0.0,0.0,normal
252,0,tcp,http,SF,286,1423,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64,255,1.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0,normal
256,0,tcp,http,SF,168,9551,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,230,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal
257,0,tcp,http,SF,238,864,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,137,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal
259,0,tcp,http,SF,291,10369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,255,1.0,0.0,0.08,0.05,0.0,0.0,0.0,0.0,normal
261,0,tcp,smtp,SF,749,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,129,0.74,0.11,0.04,0.02,0.0,0.0,0.0,0.0,normal
262,0,tcp,http,SF,198,6924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,230,255,1.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,normal
264,0,tcp,http,SF,167,709,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0.0,0.0,0.0,0.25,1.0,0.0,0.75,5,255,1.0,0.0,0.2,0.02,0.0,0.0,0.0,0.0,normal
265,0,tcp,http,SF,241,851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,35,0.0,0.0,0.0,0.0,1.0,0.0,0.06,127,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,normal
266,0,tcp,http,SF,337,3360,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
267,0,tcp,smtp,SF,729,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,106,156,0.41,0.04,0.01,0.01,0.0,0.01,0.0,0.0,normal
270,0,tcp,http,SF,222,1483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,normal
272,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7,255,1.0,0.0,0.14,0.24,0.0,0.0,1.0,0.91,normal
273,0,udp,domain_u,SF,46,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,225,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
274,0,tcp,http,SF,246,2719,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,255,1.0,0.0,1.0,0.07,0.0,0.0,0.0,0.0,normal
275,0,tcp,http,SF,222,771,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,normal
278,409,tcp,telnet,SF,279,9598,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,251,113,0.45,0.01,0.0,0.0,0.8,0.88,0.0,0.0,normal
279,0,tcp,http,SF,226,651,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,normal
280,0,tcp,http,SF,299,447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,44,0.0,0.0,0.0,0.0,1.0,0.0,0.07,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
282,0,tcp,ftp_data,SF,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,88,0.36,0.27,0.36,0.02,0.0,0.01,0.0,0.0,normal
283,0,tcp,http,SF,281,1951,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,31,0.0,0.0,0.0,0.0,1.0,0.0,0.06,77,255,1.0,0.0,0.01,0.03,0.0,0.01,0.0,0.0,normal
285,0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0.0,0.0,0.0,0.0,1.0,0.0,0.5,255,245,0.96,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal
288,0,tcp,http,SF,263,453,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
290,0,tcp,ftp,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,212,43,0.2,0.02,0.0,0.0,0.0,0.0,0.06,0.12,normal
293,0,tcp,http,SF,283,1980,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18,255,1.0,0.0,0.06,0.03,0.0,0.0,0.0,0.0,normal
294,0,tcp,http,SF,161,5530,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,255,1.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,normal
295,0,tcp,http,SF,211,321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,11,0.0,0.0,0.0,0.0,1.0,0.0,0.27,211,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,normal
296,0,tcp,http,SF,201,1701,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32,255,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,normal
298,0,udp,other,SF,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.33,0.67,0.0,255,1,0.0,0.67,0.95,0.0,0.0,0.0,0.0,0.0,normal
300,0,tcp,ftp_data,SF,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53,38,0.25,0.09,0.25,0.05,0.0,0.0,0.0,0.0,normal
304,0,tcp,http,SF,320,420,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,normal
306,0,tcp,smtp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.5,0.5,0.0,0.0,1.0,0.0,0.0,160,101,0.4,0.05,0.01,0.02,0.01,0.02,0.0,0.0,normal
307,0,tcp,http,SF,204,1229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54,255,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,normal
309,0,tcp,ftp_data,SF,10389,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,81,0.32,0.02,0.31,0.0,0.0,0.0,0.0,0.0,normal
311,0,tcp,http,SF,344,573,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,60,0.04,0.03,0.0,0.0,1.0,0.0,0.08,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
314,0,tcp,http,SF,243,821,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,19,0.0,0.0,0.0,0.0,1.0,0.0,0.11,107,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal
318,0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.0,0.0,0.67,0.67,0.0,255,239,0.94,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal
320,1,tcp,smtp,SF,1080,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,202,154,0.58,0.02,0.0,0.01,0.0,0.0,0.0,0.0,normal
324,0,tcp,smtp,SF,657,326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,255,11,0.04,0.6,0.0,0.0,0.0,0.09,0.0,0.0,normal
326,0,tcp,http,SF,284,765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,normal
327,0,tcp,http,SF,261,15455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
328,0,tcp,http,SF,317,315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
329,0,udp,domain_u,SF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,36,0.14,0.03,0.14,0.0,0.0,0.0,0.0,0.0,normal
332,0,udp,domain_u,SF,44,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,197,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,234,0.92,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal
333,0,tcp,http,SF,215,584,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,9,0.0,0.0,0.0,0.0,1.0,0.0,0.56,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
335,0,tcp,http,SF,332,2844,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,normal
336,1,tcp,smtp,SF,978,334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,128,164,0.75,0.03,0.01,0.02,0.0,0.0,0.0,0.0,normal
337,0,tcp,http,SF,296,5670,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,normal
340,0,tcp,http,SF,214,9986,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,11,0.0,0.0,0.0,0.0,1.0,0.0,0.18,66,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,normal
342,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42,23,0.55,0.05,0.55,0.0,0.0,0.0,0.0,0.0,normal
343,0,tcp,http,SF,226,1301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,255,1.0,0.0,0.07,0.03,0.0,0.0,0.0,0.0,normal
345,0,icmp,urp_i,SF,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,0.0,0.0,0.0,0.0,0.4,0.1,0.0,255,16,0.06,0.01,0.06,0.0,0.0,0.0,0.0,0.0,normal
347,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8,38,1.0,0.0,0.12,0.18,0.0,0.0,1.0,1.0,normal
351,0,tcp,http,SF,294,3327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19,0.0,0.0,0.0,0.0,1.0,0.0,0.16,57,255,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,normal
353,0,tcp,http,SF,220,1249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,159,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,normal
355,0,tcp,http,SF,196,3282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,9,0.0,0.0,0.0,0.0,1.0,0.0,0.22,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
357,0,tcp,http,SF,327,4482,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,8,0.0,0.0,0.0,0.0,1.0,0.0,0.25,58,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,normal
359,0,tcp,ftp_data,SF,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,2,0.33,0.5,0.33,0.0,0.0,0.0,0.0,0.0,normal
360,0,tcp,smtp,SF,1087,302,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,246,64,0.24,0.29,0.0,0.03,0.0,0.0,0.26,0.0,normal
361,0,tcp,http,SF,210,3754,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62,255,1.0,0.0,0.02,0.02,0.0,0.01,0.0,0.0,normal
363,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,12,255,1.0,0.0,0.08,0.15,0.0,0.0,1.0,0.79,normal
364,0,tcp,http,SF,234,6282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,106,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,normal
367,0,tcp,http,SF,237,1461,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,normal
370,0,tcp,http,SF,200,955,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,250,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,normal
371,0,tcp,http,SF,219,657,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,9,0.0,0.0,0.0,0.0,1.0,0.0,0.33,28,255,1.0,0.0,0.04,0.01,0.0,0.0,0.0,0.0,normal
372,0,tcp,http,SF,284,5921,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49,255,1.0,0.0,0.02,0.07,0.0,0.0,0.0,0.0,normal
374,0,tcp,http,SF,325,426,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,187,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal
376,0,icmp,eco_i,SF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,247,247,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,normal
377,0,tcp,http,SF,335,7902,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,1.0,0.0,0.88,1,255,1.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,normal
378,0,udp,domain_u,SF,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.0,0.0,0.0,0.0,1.0,0.0,0.75,67,171,1.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,normal
380,0,udp,domain_u,SF,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,188,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,normal
382,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6,55,1.0,0.0,0.17,0.24,0.0,0.0,1.0,1.0,normal
385,0,tcp,http,SF,216,1956,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,21,0.0,0.0,0.0,0.0,1.0,0.0,0.1,12,255,1.0,0.0,0.08,0.05,0.0,0.0,0.0,0.0,normal
387,0,udp,domain_u,SF,44,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,166,0.65,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal
388,0,tcp,http,SF,347,8113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.02,0.02,normal
389,1,tcp,smtp,SF,570,280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,126,104,0.44,0.05,0.01,0.02,0.01,0.01,0.01,0.0,normal
390,0,tcp,http,SF,219,17540,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36,255,1.0,0.0,0.03,0.05,0.0,0.0,0.0,0.0,normal
391,0,udp,other,SF,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.33,1.0,0.0,255,1,0.0,0.53,0.88,0.0,0.0,0.0,0.0,0.0,normal
399,0,tcp,time,SF,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,25,1.0,0.0,0.04,0.0,0.08,0.08,0.04,0.04,normal
400,0,tcp,http,SF,233,581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,26,0.0,0.0,0.0,0.0,1.0,0.0,0.08,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
402,0,tcp,ftp_data,SF,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76,24,0.17,0.08,0.17,0.08,0.0,0.0,0.0,0.0,normal
403,0,udp,domain_u,SF,44,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,157,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,242,0.95,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal
405,7805,tcp,telnet,SF,1828,148722,0,0,0,1,2,1,19,0,1,10,8,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51,7,0.14,0.08,0.02,0.0,0.0,0.0,0.0,0.0,normal
406,0,tcp,http,SF,200,764,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,12,0.0,0.0,0.0,0.0,1.0,0.0,0.33,23,255,1.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,normal
407,0,udp,domain_u,SF,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,0.0,0.0,0.0,0.0,1.0,0.0,0.15,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
410,0,tcp,http,SF,216,5284,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,123,255,1.0,0.0,0.01,0.02,0.0,0.0,0.44,0.29,normal
412,0,tcp,http,SF,234,997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
413,0,tcp,http,SF,220,1643,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,25,0.0,0.04,0.0,0.0,1.0,0.0,0.08,25,255,1.0,0.0,0.04,0.04,0.0,0.01,0.0,0.0,normal
415,0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.14,0.29,0.0,255,226,0.89,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal
416,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,12,255,1.0,0.0,0.08,0.04,0.0,0.0,0.08,0.02,normal
420,0,tcp,http,SF,288,2881,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,16,0.0,0.0,0.0,0.0,1.0,0.0,0.12,14,255,1.0,0.0,0.07,0.05,0.0,0.0,0.0,0.0,normal
